# desk-break exercises (no-equipment subset of hasaneyldrm/exercises-dataset, MIT).
# Columns: group<TAB>name<TAB>gif<TAB>image<TAB>steps(joined by U+00B6).
# Media (gif/image) is referenced by URL at display time; © Gym visual — https://gymvisual.com/
core	3/4 sit-up	videos/0001-2gPfomN.gif	images/0001-2gPfomN.jpg	Lie flat on your back with your knees bent and feet flat on the ground.¶Place your hands behind your head with your elbows pointing outwards.¶Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.¶Pause for a moment at the top, then slowly lower your upper body back down to the starting position.¶Repeat for the desired number of repetitions.
core	45° side bend	videos/0002-Hy9D21L.gif	images/0002-Hy9D21L.jpg	Stand with your feet shoulder-width apart and your arms extended straight down by your sides.¶Keeping your back straight and your core engaged, slowly bend your torso to one side, lowering your hand towards your knee.¶Pause for a moment at the bottom, then slowly return to the starting position.¶Repeat on the other side.¶Continue alternating sides for the desired number of repetitions.
core	air bike	videos/0003-1ZFqTDN.gif	images/0003-1ZFqTDN.jpg	Lie flat on your back with your hands placed behind your head.¶Lift your legs off the ground and bend your knees at a 90-degree angle.¶Bring your right elbow towards your left knee while simultaneously straightening your right leg.¶Return to the starting position and repeat the movement on the opposite side, bringing your left elbow towards your right knee while straightening your left leg.¶Continue alternating sides in a pedaling motion for the desired number of repetitions.
legs	all fours squad stretch	videos/1512-qBcKorM.gif	images/1512-qBcKorM.jpg	Start on all fours with your hands directly under your shoulders and your knees directly under your hips.¶Extend one leg straight back, keeping your knee bent and your foot flexed.¶Slowly lower your hips towards the ground, feeling a stretch in your quads.¶Hold this position for 20-30 seconds.¶Switch legs and repeat the stretch on the other side.
core	alternate heel touchers	videos/0006-qaZVsGk.gif	images/0006-qaZVsGk.jpg	Lie flat on your back with your knees bent and feet flat on the ground.¶Extend your arms straight out to the sides, parallel to the ground.¶Engaging your abs, lift your shoulders off the ground and reach your right hand towards your right heel.¶Return to the starting position and repeat on the left side, reaching your left hand towards your left heel.¶Continue alternating sides for the desired number of repetitions.
legs	ankle circles	videos/1368-uL9CsKm.gif	images/1368-uL9CsKm.jpg	Sit on the ground with your legs extended in front of you.¶Lift one leg off the ground and rotate your ankle in a circular motion.¶Perform the desired number of circles in one direction, then switch to the other direction.¶Repeat with the other leg.
chest	archer push up	videos/3294-A9qxk2F.gif	images/3294-A9qxk2F.jpg	Start in a push-up position with your hands slightly wider than shoulder-width apart.¶Extend one arm straight out to the side, parallel to the ground.¶Lower your body by bending your elbows, keeping your back straight and core engaged.¶Push back up to the starting position.¶Repeat on the other side, extending the opposite arm out to the side.¶Continue alternating sides for the desired number of repetitions.
core	arm slingers hanging bent knee legs	videos/2355-uWpxD4v.gif	images/2355-uWpxD4v.jpg	Hang from a pull-up bar with your arms fully extended and your knees bent at a 90-degree angle.¶Engage your core and lift your knees towards your chest, bringing them as close to your elbows as possible.¶Slowly lower your legs back down to the starting position.¶Repeat for the desired number of repetitions.
core	arm slingers hanging straight legs	videos/2333-PXTIwgu.gif	images/2333-PXTIwgu.jpg	Hang from a pull-up bar with your arms fully extended and your legs straight down.¶Engage your core and lift your legs up in front of you until they are parallel to the ground.¶Hold for a moment at the top, then slowly lower your legs back down to the starting position.¶Repeat for the desired number of repetitions.
legs	arms apart circular toe touch (male)	videos/3214-RtyAsy1.gif	images/3214-RtyAsy1.jpg	Stand with your feet shoulder-width apart and arms extended to the sides.¶Keeping your legs straight, bend forward at the waist and reach down towards your toes with your right hand.¶As you reach down, simultaneously lift your left leg straight up behind you, maintaining balance.¶Return to the starting position and repeat the movement with your left hand reaching towards your toes and your right leg lifting up behind you.¶Continue alternating sides for the desired number of repetitions.
core	arms overhead full sit-up (male)	videos/3204-NAkmgdx.gif	images/3204-NAkmgdx.jpg	Lie flat on your back with your knees bent and feet flat on the ground.¶Extend your arms overhead, keeping them straight.¶Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is upright.¶Pause for a moment at the top, then slowly lower your upper body back down to the starting position.¶Repeat for the desired number of repetitions.
cardio	astride jumps (male)	videos/3220-f9lVSSI.gif	images/3220-f9lVSSI.jpg	Stand with your feet shoulder-width apart.¶Bend your knees and lower your body into a squat position.¶Jump explosively upwards, extending your legs and arms.¶While in the air, spread your legs apart and bring your arms out to the sides.¶Land softly with your feet shoulder-width apart, bending your knees to absorb the impact.¶Repeat for the desired number of repetitions.
cardio	back and forth step	videos/3672-fNGumX0.gif	images/3672-fNGumX0.jpg	Stand with your feet shoulder-width apart.¶Step forward with your right foot, bending your knee and lowering your body into a lunge position.¶Push off with your right foot and step back to the starting position.¶Repeat the movement with your left foot, alternating legs with each step.¶Continue stepping back and forth, maintaining a steady pace.¶Repeat for the desired duration or number of repetitions.
back	back pec stretch	videos/1405-chfnQnM.gif	images/1405-chfnQnM.jpg	Stand tall with your feet shoulder-width apart.¶Extend your arms straight out in front of you, parallel to the ground.¶Cross your arms in front of your body, with your right arm over your left arm.¶Interlock your fingers and rotate your palms away from your body.¶Slowly raise your arms up and away from your body, feeling a stretch in your back and chest.¶Hold the stretch for 15-30 seconds, then release.¶Repeat on the opposite side.
legs	backward jump	videos/1473-SaDOwk7.gif	images/1473-SaDOwk7.jpg	Stand with your feet shoulder-width apart.¶Bend your knees slightly and jump backwards, pushing off with both feet.¶Land softly on the balls of your feet, bending your knees to absorb the impact.¶Repeat for the desired number of repetitions.
legs	balance board	videos/0020-xAySMB0.gif	images/0020-xAySMB0.jpg	Place the balance board on a flat surface.¶Step onto the balance board with one foot, ensuring it is centered.¶Slowly shift your weight onto the foot on the balance board, keeping your core engaged.¶Maintain your balance and stability as you hold the position for a desired amount of time.¶Repeat the exercise with the other foot.
legs	basic toe touch (male)	videos/3212-BbfB8Gb.gif	images/3212-BbfB8Gb.jpg	Stand with your feet shoulder-width apart and your arms by your sides.¶Bend forward at the waist, keeping your back straight and your knees slightly bent.¶Reach down towards your toes with your hands, keeping your legs as straight as possible.¶Pause for a moment at the bottom, then slowly return to the starting position.¶Repeat for the desired number of repetitions.
cardio	bear crawl	videos/3360-0Yz8WdV.gif	images/3360-0Yz8WdV.jpg	Start on all fours with your hands directly under your shoulders and your knees directly under your hips.¶Lift your knees slightly off the ground, keeping your back flat and your core engaged.¶Move your right hand and left foot forward simultaneously, followed by your left hand and right foot.¶Continue crawling forward, alternating your hand and foot movements.¶Maintain a steady pace and keep your core tight throughout the exercise.¶Continue for the desired distance or time.
legs	bent knee lying twist (male)	videos/3639-6sYyrRX.gif	images/3639-6sYyrRX.jpg	Lie flat on your back with your knees bent and feet flat on the ground.¶Extend your arms out to the sides, perpendicular to your body.¶Keeping your knees together, slowly lower them to one side, aiming to touch the ground with your knees.¶Pause for a moment, then engage your core and slowly lift your knees back to the starting position.¶Repeat the movement to the other side.¶Continue alternating sides for the desired number of repetitions.
arms	biceps leg concentration curl	videos/1770-sJFIDIp.gif	images/1770-sJFIDIp.jpg	Sit on a bench with your legs spread apart and your feet flat on the ground.¶Hold a dumbbell in one hand and place your elbow on the inside of your thigh, just above the knee.¶With your palm facing up, curl the dumbbell towards your shoulder while keeping your upper arm stationary.¶Squeeze your biceps at the top of the movement, then slowly lower the dumbbell back to the starting position.¶Repeat for the desired number of repetitions, then switch arms.
arms	body-up	videos/0137-U6G2gk9.gif	images/0137-U6G2gk9.jpg	Start by placing your hands on a raised surface, such as a bench or parallel bars, with your palms facing down and fingers pointing forward.¶Extend your legs out in front of you, keeping your heels on the ground and your body straight.¶Lower your body by bending your elbows, keeping them close to your sides, until your upper arms are parallel to the ground.¶Pause for a moment, then push through your palms to straighten your arms and lift your body back up to the starting position.¶Repeat for the desired number of repetitions.
legs	bodyweight drop jump squat	videos/3543-wfotm7S.gif	images/3543-wfotm7S.jpg	Stand with your feet shoulder-width apart.¶Lower your body into a squat position by bending your knees and pushing your hips back.¶Jump up explosively, extending your hips, knees, and ankles.¶While in mid-air, quickly bring your feet together.¶Land softly on the balls of your feet and immediately drop back into a squat position.¶Repeat for the desired number of repetitions.
core	bodyweight incline side plank	videos/3544-5VXmnV5.gif	images/3544-5VXmnV5.jpg	Start by lying on your side with your legs extended and stacked on top of each other.¶Place your forearm on the ground directly below your shoulder, with your elbow bent at a 90-degree angle.¶Engage your core and lift your hips off the ground, creating a straight line from your head to your feet.¶Hold this position for the desired amount of time.¶Lower your hips back down to the ground and repeat on the other side.
arms	bodyweight kneeling triceps extension	videos/1771-s0HKO2I.gif	images/1771-s0HKO2I.jpg	Kneel down on the ground with your knees hip-width apart.¶Place your hands on the ground in front of you, shoulder-width apart, fingers pointing forward.¶Extend your legs straight behind you, balancing on your toes and hands, forming a straight line from head to heels.¶Bend your elbows and lower your upper body towards the ground, keeping your elbows close to your sides.¶Pause for a moment at the bottom, then push through your hands to straighten your arms and return to the starting position.¶Repeat for the desired number of repetitions.
arms	bodyweight side lying biceps curl	videos/1769-gscGLOU.gif	images/1769-gscGLOU.jpg	Lie on your side with your legs extended and your head supported by your arm.¶Hold your upper arm against your side and bend your elbow to curl your forearm towards your shoulder.¶Pause for a moment at the top, then slowly lower your forearm back down to the starting position.¶Repeat for the desired number of repetitions.
back	bodyweight squatting row	videos/3168-3xK09Sk.gif	images/3168-3xK09Sk.jpg	Stand with your feet shoulder-width apart, holding onto a sturdy object or suspension trainer with your arms extended.¶Lower your body into a squat position, keeping your back straight and your knees behind your toes.¶From the squat position, pull your body up towards the object or suspension trainer, squeezing your shoulder blades together.¶Pause for a moment at the top, then slowly lower your body back down to the starting position.¶Repeat for the desired number of repetitions.
legs	bodyweight standing calf raise	videos/1373-bJYHBIN.gif	images/1373-bJYHBIN.jpg	Stand with your feet shoulder-width apart, toes pointing forward.¶Place your hands on a wall or stable surface for balance.¶Slowly raise your heels off the ground, lifting your body weight onto the balls of your feet.¶Pause for a moment at the top, then slowly lower your heels back down to the starting position.¶Repeat for the desired number of repetitions.
back	bodyweight standing close-grip one arm row	videos/3156-v2DfH14.gif	images/3156-v2DfH14.jpg	Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand with a neutral grip.¶Bend forward at the hips, keeping your back straight and your core engaged.¶Pull the dumbbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.¶Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.¶Repeat for the desired number of repetitions, then switch sides.
back	bodyweight standing close-grip row	videos/3158-tig3PXb.gif	images/3158-tig3PXb.jpg	Stand with your feet shoulder-width apart and knees slightly bent.¶Bend forward at the waist, keeping your back straight and your core engaged.¶Extend your arms straight in front of you, gripping the bar or handles with a close grip.¶Pull the bar or handles towards your body, squeezing your shoulder blades together.¶Pause for a moment at the top of the movement, then slowly release and return to the starting position.¶Repeat for the desired number of repetitions.
back	bodyweight standing one arm row	videos/3162-xbkPfaw.gif	images/3162-xbkPfaw.jpg	Stand with your feet shoulder-width apart, knees slightly bent, and hold a dumbbell in one hand.¶Bend forward at the hips, keeping your back straight and your core engaged.¶Let the dumbbell hang straight down in front of you, with your arm fully extended.¶Pull the dumbbell up towards your chest, keeping your elbow close to your body.¶Squeeze your shoulder blades together at the top of the movement.¶Lower the dumbbell back down to the starting position.¶Repeat for the desired number of repetitions, then switch sides.
back	bodyweight standing row	videos/3166-wd4ds3s.gif	images/3166-wd4ds3s.jpg	Stand with your feet shoulder-width apart and knees slightly bent.¶Grasp a bar or handles with an overhand grip, palms facing down.¶Keep your back straight and core engaged.¶Pull the bar or handles towards your body, squeezing your shoulder blades together.¶Pause for a moment at the top of the movement.¶Slowly release and extend your arms back to the starting position.¶Repeat for the desired number of repetitions.
core	bottoms-up	videos/0138-CI6baTY.gif	images/0138-CI6baTY.jpg	Lie flat on your back with your legs extended and your arms by your sides.¶Bend your knees and bring them towards your chest, keeping your feet off the ground.¶Engaging your abs, lift your hips off the ground, bringing your knees towards your head.¶Pause for a moment at the top, then slowly lower your hips back down to the starting position.¶Repeat for the desired number of repetitions.
